What Happened to the Oil Glut?, https://www.wsj.com/articles/what-happened-to-the-oil-glut-1523546157, Benoit Faucon, 2018-04-12T15:15:00Z, The Wall Street Journal, A glut of stored oil that helped keep prices low for years is almost gone, thanks to production cuts by OPEC and Russia, a humming global economy and a series of small but meaningful supply disruptions., https://images.wsj.net/im-6800/social
Parkland teacher left gun in public toilet, http://www.bbc.co.uk/news/world-us-canada-43733755, BBC News, 2018-04-12T15:09:38Z, BBC News, The Parkland teacher left the weapon in a cubicle where a homeless man found it and fired it., https://ichef.bbci.co.uk/news/1024/branded_news/1159/production/_100814440_90b14792-0d35-4497-a28c-dff4f40e2932.jpg
Silicon Valley Long Dominated Startup Funding—Now It Has a Challenger, https://www.wsj.com/articles/silicon-valley-long-dominated-startup-fundingnow-it-has-a-challenger-1523544804, Phred Dvorak, 2018-04-12T14:53:00Z, The Wall Street Journal, An exclusive WSJ analysis shows how venture-capital investment from Asia is skyrocketing, threatening to shift power over the world’s innovation away from the U.S. The surge positions Asian investors to win stakes in markets that Western companies covet, or t…, https://si.wsj.net/public/resources/images/B3-AA620_201804_SOC_20180412112851.jpg
Inspectors back UK in spy poisoning row, http://www.bbc.co.uk/news/uk-43741140, BBC News, 2018-04-12T14:48:18Z, BBC News, The international chemical weapons watchdog confirms the UK's analysis of the nerve agent in Salisbury., https://ichef.bbci.co.uk/news/1024/branded_news/131FC/production/_100823387__100338054_2a0b9d47-5cdc-4b2d-b0d0-f4ea92802dab.jpg
Volkswagen Ousts CEO Matthias Müller, Promotes Herbert Diess to Top Role, https://www.wsj.com/articles/volkswagen-set-to-elevate-new-ceo-roll-out-broad-restructuring-1523538272, William Boston, 2018-04-12T13:04:00Z, The Wall Street Journal, Volkswagen’s board named Herbert Diess, the chief of the company’s namesake brand, as its new chief executive, paving the way for him to push through a broad reorganization., https://images.wsj.net/im-6787/social
Russia’s Trade With the West Surges Even as Sanctions Mount, https://www.wsj.com/articles/russias-trade-with-the-west-surges-even-as-sanctions-mount-1523534781, Andrea Thomas, 2018-04-12T12:06:00Z, The Wall Street Journal, Trade has surged between Russia and its main Western antagonists even as relations have deteriorated, raising questions about the long-term impact of economic sanctions on Moscow., https://si.wsj.net/public/resources/images/B3-AA264_RUSTRA_TOP_20180411163336.jpg
Spike Lee KKK film to compete at Cannes, http://www.bbc.co.uk/news/entertainment-arts-43737652, BBC News, 2018-04-12T11:36:18Z, BBC News, BlacKkKlansman, produced by Get Out's Jordan Peele, is one of 18 films up for the Palme d'Or award., https://ichef.bbci.co.uk/news/1024/branded_news/6EFC/production/_100821482_peelelee_getty.jpg
Trump Says Attack on Syria ‘Could Be Very Soon or Not So Soon at All’, https://www.nytimes.com/2018/04/12/us/politics/trump-syria-attack.html, Eileen Sullivan, 2018-04-12T11:03:16Z, The New York Times, In an early-morning tweet on Thursday, the president defended his warning of a possible strike a day earlier and appeared to try to reintroduce the element of surprise., https://static01.nyt.com/images/icons/t_logo_291_black.png
A House (and a Party) Upended as Paul Ryan Calmly Takes His Leave, https://www.nytimes.com/2018/04/12/us/politics/paul-ryan-republican-party-turmoil.html, Carl Hulse, 2018-04-12T10:28:02Z, The New York Times, The speaker’s departure was no surprise, but the timing of it could create problems for the Republicans left behind., https://static01.nyt.com/images/2018/04/13/us/politics/13dc-hulse/merlin_136697553_97e3fa13-3783-4a06-8b11-f702e262fadd-facebookJumbo.jpg
The U.S. Has Troops in Syria. So Do the Russians and Iranians. Here’s Where., https://www.nytimes.com/interactive/2018/04/11/world/middleeast/syria-military-us-russia-iran.html, Thomas Gibbons-Neff, Jeremy White, David Botti, 2018-04-12T10:28:00.343Z, The New York Times, American troops are spread across hundreds of miles of Syrian territory, and are fighting in areas that are uncomfortably near Syrian troops and Russian and Iranian forces., https://static01.nyt.com/images/2018/04/10/us/syria-military-us-russia-iran-promo-1523406622362/syria-military-us-russia-iran-promo-1523406622362-facebookJumbo.jpg
